"Term","Course ID","Offer Nbr","Class Nbr","Section","Enrl Stat","Class Stat","Assoc","Session","Auto Enrol","Auto Enr 2","Class Type","Cap Enrl","Tot Enrl","Comb Sects ID","Combined Sect Cap Enrl","Combined Sect Tot Enrl"
"3320","007183","1","20680","TU01","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20681","TU02","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20682","TU03","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20683","TU04","Closed","Stop Enrl","10","1","","","Non-Enrol","15","0","","",""
"3320","007183","1","20684","TU05","Closed","Stop Enrl","10","1","","","Non-Enrol","15","0","","",""
"3320","007183","1","20685","TU06","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20686","TU07","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20687","TU08","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20688","TU09","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3320","007183","1","20689","TU10","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3320","007183","1","20690","TU11","Open","Active","10","1","","","Non-Enrol","15","6","","",""
"3320","007183","1","20691","TU12","Open","Active","10","1","","","Non-Enrol","15","12","","",""
"3320","007183","1","20692","TU13","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20693","TU14","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20694","TU15","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20695","TU16","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","102265","1","21024","TU02","Open","Active","10","FY2","","","Non-Enrol","40","22","","",""
"3320","104556","1","21025","TU01","Open","Active","10","1","","","Non-Enrol","18","14","","",""
"3320","104556","1","21026","TU02","Open","Active","10","1","","","Non-Enrol","18","7","","",""
"3320","104556","1","21027","TU03","Open","Active","10","1","","","Non-Enrol","15","12","","",""
"3320","104556","1","21028","TU04","Open","Active","10","1","","","Non-Enrol","18","11","","",""
"3320","104556","1","21029","TU05","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","104821","1","21030","LE01","Open","Active","10","1","","","Enrolment","75","42","","",""
"3320","104821","1","21031","SE01","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3320","104821","1","21032","SE02","Open","Active","10","1","","","Non-Enrol","25","7","","",""
"3320","104821","1","21033","SE03","Open","Active","10","1","","","Non-Enrol","25","10","","",""
"3320","104586","1","21034","LE01","Open","Active","10","1","","","Enrolment","170","88","","",""
"3320","104586","1","21035","SE01","Closed","Active","10","1","","","Non-Enrol","26","26","","",""
"3320","104586","1","21036","SE02","Closed","Tentative","10","1","","","Non-Enrol","21","0","","",""
"3320","104586","1","21037","SE03","Closed","Active","10","1","","","Non-Enrol","26","26","","",""
"3320","104586","1","21038","SE04","Open","Active","10","1","","","Non-Enrol","26","18","","",""
"3320","104586","1","21039","SE05","Open","Active","10","1","","","Non-Enrol","26","18","","",""
"3320","104586","1","21040","SE06","Closed","Tentative","10","1","","","Non-Enrol","17","0","","",""
"3320","103768","1","21310","LE01","Open","Active","10","1","","","Enrolment","70","61","","",""
"3320","103767","1","21311","LE01","Closed","Active","10","1","","","Enrolment","50","50","","",""
"3320","104922","1","21312","LE01","Open","Active","10","1","","","Enrolment","200","164","","",""
"3320","103460","1","21313","LE01","Closed","Active","10","1","","","Non-Enrol","40","40","","",""
"3320","104926","1","21314","LE01","Open","Active","10","1","","","Enrolment","130","97","","",""
"3320","007997","1","21315","LE01","Open","Active","10","1","","","Enrolment","50","27","","",""
"3320","006878","1","21316","PR06","Closed","Active","10","1","","","Non-Enrol","72","72","","",""
"3320","104320","1","21317","PR04","Closed","Active","10","1","","","Non-Enrol","14","15","","",""
"3320","106636","1","21318","TU01","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3320","106636","1","21319","TU02","Open","Stop Enrl","10","1","","","Non-Enrol","20","0","","",""
"3320","106636","1","21320","WR01","Open","Active","10","1","","","Non-Enrol","15","10","","",""
"3320","106636","1","21321","WR02","Open","Active","10","1","","","Non-Enrol","15","5","","",""
"3320","106636","1","21322","WR03","Open","Stop Enrl","10","1","","","Non-Enrol","15","1","","",""
"3320","104235","1","21614","TU01","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3320","104235","1","21615","TU02","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3320","104235","1","21616","TU03","Open","Active","10","1","","","Non-Enrol","18","13","","",""
"3320","104235","1","21617","TU04","Open","Active","10","1","","","Non-Enrol","18","14","","",""
"3320","104235","1","21618","TU05","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21619","TU06","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3320","104235","1","21620","TU07","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104235","1","21621","TU08","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104235","1","21622","TU09","Open","Active","10","1","","","Non-Enrol","18","7","","",""
"3320","104235","1","21623","TU10","Open","Active","10","1","","","Non-Enrol","18","8","","",""
"3320","104235","1","21624","TU11","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21625","TU12","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3320","104235","1","21626","TU13","Open","Active","10","1","","","Non-Enrol","18","2","","",""
"3320","104235","1","21627","TU14","Open","Active","10","1","","","Non-Enrol","18","2","","",""
"3320","104235","1","21628","TU15","Open","Active","10","1","","","Non-Enrol","18","3","","",""
"3320","104235","1","21629","TU16","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21630","TU17","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21631","TU18","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21632","TU19","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104235","1","21633","TU20","Open","Active","10","1","","","Non-Enrol","18","15","","",""
"3320","104235","1","21634","TU21","Open","Active","10","1","","","Non-Enrol","18","7","","",""
"3320","003902","1","21806","SE02","Open","Active","10","1","","","Enrolment","21","19","","",""
"3320","008570","1","21996","CB01","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","21997","CB02","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","21998","CB03","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","21999","CB04","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3320","008570","1","22000","CB05","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3320","008570","1","22001","CB06","Closed","Active","10","FY2","","","Non-Enrol","10","10","","",""
"3320","008570","1","22002","CB07","Open","Active","10","FY2","","","Non-Enrol","10","9","","",""
"3320","008570","1","22003","CB08","Open","Active","10","FY2","","","Non-Enrol","10","8","","",""
"3320","008570","1","22004","CB09","Closed","Active","10","FY2","","","Non-Enrol","10","10","","",""
"3320","008570","1","22005","CB10","Open","Active","10","FY2","","","Non-Enrol","10","2","","",""
"3320","008570","1","22006","CB11","Open","Active","10","FY2","","","Non-Enrol","10","3","","",""
"3320","008570","1","22007","CB12","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22008","CB13","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22009","CB14","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22010","CB15","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22011","CB16","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22012","CB17","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","008570","1","22013","CB18","Open","Active","10","FY2","","","Non-Enrol","10","7","","",""
"3320","008570","1","22014","CB19","Open","Active","10","FY2","","","Non-Enrol","10","3","","",""
"3320","008570","1","22015","CB20","Open","Active","10","FY2","","","Non-Enrol","10","3","","",""
"3320","102130","1","22016","PR07","Open","Active","10","1","","","Non-Enrol","40","39","","",""
"3320","102130","1","22017","PR08","Open","Active","10","1","","","Non-Enrol","40","34","","",""
"3320","102130","1","22018","PR09","Open","Active","10","1","","","Non-Enrol","40","16","","",""
"3320","102130","1","22019","PR10","Open","Active","10","1","","","Non-Enrol","40","11","","",""
"3320","104067","1","22344","WR07","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3320","014702","1","22345","SE01","Open","Active","10","FY2","","","Non-Enrol","65","0","","",""
"3320","102482","1","22351","TU01","Open","Active","10","1","","","Non-Enrol","25","5","0048","25","5"
"3320","102482","1","22352","TU02","Open","Active","10","1","","","Non-Enrol","25","17","0049","25","21"
"3320","102482","1","22353","TU04","Open","Active","10","1","","","Non-Enrol","25","24","0051","25","24"
"3320","104435","1","22355","PR02","Open","Active","10","1","","","Non-Enrol","15","4","","",""
"3320","104435","1","22357","LE01","Open","Active","10","1","","","Enrolment","50","19","","",""
"3320","105272","1","22360","PJ01","Open","Active","10","FM1","","","Enrolment","10","1","","",""
"3320","105516","1","20008","TU04","Closed","Active","10","1","","","Enrolment","18","18","","",""
"3320","106590","1","20009","LE01","Open","Active","10","FY2","","","Enrolment","50","26","","",""
"3320","106590","1","20010","RH01","Open","Active","10","FY2","","","Non-Enrol","20","6","","",""
"3320","106590","1","20011","RH02","Open","Active","10","FY2","","","Non-Enrol","40","20","","",""
"3320","106590","1","20012","TU01","Open","Active","10","FY2","","","Non-Enrol","20","16","","",""
"3320","106590","1","20013","TU02","Open","Active","10","FY2","","","Non-Enrol","20","3","","",""
"3320","106590","1","20014","TU03","Open","Active","10","FY2","","","Non-Enrol","20","7","","",""
"3320","103551","1","20018","WR01","Open","Active","10","1","","","Non-Enrol","15","12","","",""
"3320","103552","1","20019","WR01","Open","Active","10","1","","","Non-Enrol","20","0","","",""
"3320","104460","1","20020","LE01","Open","Active","10","1","","","Enrolment","140","95","","",""
"3320","003826","1","20343","WR01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3320","003826","1","20344","WR02","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3320","007183","1","20696","TU17","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20697","TU18","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20698","TU19","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20699","TU20","Closed","Stop Enrl","10","1","","","Non-Enrol","15","0","","",""
"3320","007183","1","20700","TU21","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3320","007183","1","20701","TU22","Open","Active","10","1","","","Non-Enrol","15","13","","",""
"3320","007183","1","20702","TU23","Closed","Stop Enrl","10","1","","","Non-Enrol","15","0","","",""
"3320","007183","1","20703","TU24","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3320","007183","1","20704","TU25","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20705","TU26","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","007183","1","20706","TU27","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","101658","1","20707","RS01","Open","Active","10","FY2","","","Enrolment","50","2","","",""
"3320","101662","1","20708","RS01","Open","Active","10","FY2","","","Enrolment","50","8","","",""
"3320","102080","1","20709","WR01","Open","Active","10","1","","","Enrolment","50","9","","",""
"3320","101644","1","20710","RS01","Open","Active","10","FY2","","","Enrolment","50","1","","",""
"3320","101654","1","20711","RS01","Open","Active","10","FY2","","","Enrolment","50","11","","",""
"3320","100403","1","20712","RS01","Open","Active","10","FY2","","","Enrolment","50","2","","",""
"3320","100395","1","20713","RS01","Open","Active","10","FY2","","","Enrolment","100","15","","",""
"3320","100397","1","20714","RS01","Open","Active","10","FY2","","","Enrolment","80","15","","",""
"3320","104600","1","21041","LE01","Open","Active","10","1","","","Enrolment","65","35","","",""
"3320","104600","1","21042","SE01","Open","Active","10","1","","","Non-Enrol","22","15","","",""
"3320","104600","1","21043","SE02","Closed","Tentative","10","1","","","Non-Enrol","17","0","","",""
"3320","103726","1","21044","TU01","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21045","TU02","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21046","TU03","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21047","TU04","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21048","TU05","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21049","TU06","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21050","TU07","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3320","103726","1","21051","TU08","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21052","TU09","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21053","TU10","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21054","TU11","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21055","TU12","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3320","103726","1","21056","TU13","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21057","TU14","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21058","TU15","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3320","104279","1","21323","TU01","Open","Active","10","1","","","Non-Enrol","25","15","","",""
"3320","003916","1","21327","LE01","Open","Active","10","FY2","","","Enrolment","30","8","","",""
"3320","003916","1","21328","TU01","Open","Active","10","FY2","","","Non-Enrol","30","8","","",""
"3320","005011","1","21329","LE01","Open","Active","10","FY2","","","Enrolment","30","10","","",""
"3320","104235","1","21635","TU22","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104235","1","21636","TU23","Open","Active","10","1","","","Non-Enrol","18","12","","",""
"3320","104238","1","21637","TU01","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104238","1","21638","TU02","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104238","1","21639","TU03","Closed","Active","10","1","","","Non-Enrol","18","19","","",""
"3320","104238","1","21640","TU04","Open","Active","10","1","","","Non-Enrol","18","0","","",""
"3320","104238","1","21641","TU05","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104238","1","21642","TU06","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104238","1","21643","TU07","Open","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104238","1","21644","TU08","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104238","1","21645","TU09","Open","Active","10","1","","","Non-Enrol","18","11","","",""
"3320","104238","1","21646","TU10","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","104238","1","21647","TU11","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","104238","1","21648","TU12","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3320","105399","1","21649","TU01","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","105399","1","21650","TU02","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","105399","1","21651","TU03","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3320","105399","1","21652","TU04","Open","Active","10","1","","","Non-Enrol","15","8","","",""
"3320","105399","1","21653","TU05","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","105399","1","21654","TU06","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","105399","1","21655","TU07","Open","Active","10","1","","","Non-Enrol","15","11","","",""
"3320","104241","1","21656","TU01","Open","Active","10","1","","","Non-Enrol","15","8","","",""
"3320","104241","1","21657","TU02","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","104241","1","21658","TU03","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","104241","1","21659","TU04","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","104241","1","21660","TU05","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","104241","1","21661","TU06","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3320","104241","1","21662","TU07","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","104241","1","21663","TU08","Closed","Tentative","10","1","","","Non-Enrol","15","0","","",""
"3320","104241","1","21664","TU09","Open","Active","10","1","","","Non-Enrol","15","5","","",""
"3320","104241","1","21665","TU10","Open","Active","10","1","","","Non-Enrol","15","4","","",""
"3320","003565","1","22031","LE01","Open","Active","10","1","","","Non-Enrol","60","45","","",""
"3320","003565","1","22032","TU01","Open","Active","10","1","","","Enrolment","15","14","","",""
"3320","003565","1","22033","TU02","Closed","Active","10","1","","","Enrolment","15","15","","",""
"3320","003565","1","22034","TU03","Open","Active","10","1","","","Enrolment","15","5","","",""
"3320","003565","1","22035","TU04","Open","Active","10","1","","","Enrolment","15","11","","",""
"3320","105053","1","22037","LE01","Open","Active","10","1","","","Non-Enrol","40","18","","",""
"3320","105053","1","22038","TU01","Open","Active","10","1","","","Enrolment","40","18","","",""
"3320","009101","1","22044","TU03","Closed","Active","10","1","","","Enrolment","38","38","","",""
"3320","009101","1","22045","TU04","Open","Active","10","1","","","Enrolment","38","35","","",""
"3320","009101","1","22047","TU06","Open","Active","10","1","","","Enrolment","38","36","","",""
"3320","009101","1","22048","TU07","Closed","Active","10","1","","","Enrolment","38","38","","",""
"3320","009101","1","22049","TU08","Closed","Active","10","1","","","Enrolment","38","38","","",""
"3320","009101","1","22050","TU09","Open","Active","10","1","","","Enrolment","38","36","","",""
"3320","009101","1","22051","TU11","Open","Active","10","1","","","Enrolment","38","29","","",""
"3320","009101","1","22052","TU12","Open","Active","10","1","","","Enrolment","38","35","","",""
"3320","009101","1","22053","TU13","Closed","Active","10","1","","","Enrolment","38","38","","",""
"3320","009101","1","22054","TU14","Closed","Tentative","10","1","","","Enrolment","40","0","","",""
"3320","009101","1","22057","TU18","Closed","Tentative","10","1","","","Enrolment","40","0","","",""
"3320","105273","2","22365","PJ01","Open","Active","10","FY2","","","Enrolment","10","0","","",""
"3320","106858","1","20023","LE01","Open","Active","10","1","","","Enrolment","120","38","","",""
"3320","104951","1","20024","LE01","Open","Active","10","1","","","Enrolment","120","41","","",""
"3320","104951","1","20025","TU01","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3320","106858","1","20026","TU02","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3320","106858","1","20027","TU03","Open","Active","10","1","","","Non-Enrol","20","10","","",""
"3320","106858","1","20028","TU04","Open","Active","10","1","","","Non-Enrol","20","2","","",""
"3320","106858","1","20029","TU05","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","106858","1","20030","TU06","Open","Active","10","1","","","Non-Enrol","20","8","","",""
"3320","106858","1","20031","TU07","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","104951","1","20032","TU02","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3320","104951","1","20033","TU03","Open","Active","10","1","","","Non-Enrol","20","10","","",""
"3320","104951","1","20034","TU04","Open","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","104951","1","20035","TU05","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","104951","1","20036","TU06","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","104409","1","20037","TU01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3320","104409","1","20038","TU02","Open","Active","10","1","","","Non-Enrol","20","11","","",""
"3320","104409","1","20039","TU03","Open","Active","10","1","","","Non-Enrol","20","12","","",""
"3320","104409","1","20040","TU04","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","104409","1","20041","TU05","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3320","003826","1","20345","WR03","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20346","WR04","Open","Active","10","1","","","Non-Enrol","20","7","","",""
"3320","003826","1","20347","WR05","Open","Active","10","1","","","Non-Enrol","20","12","","",""
"3320","003826","1","20348","WR06","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20349","WR07","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20350","WR08","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20351","WR09","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20352","WR10","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3320","003826","1","20353","WR11","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3320","003826","1","20354","WR12","Open","Active","10","1","","","Non-Enrol","20","3","","",""
"3320","003826","1","20355","WR13","Open","Active","10","1","","","Non-Enrol","20","5","","",""
"3320","003826","1","20356","WR14","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20357","WR15","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20358","WR16","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3320","003826","1","20359","WR17","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3320","003826","1","20360","WR18","Open","Active","10","1","","","Non-Enrol","20","5","","",""
"3320","003826","1","20361","WR19","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3320","003826","1","20362","WR20","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3320","001809","1","20363","TU01","Open","Active","10","1","","","Non-Enrol","21","17","","",""
"3320","001809","1","20364","TU02","Closed","Tentative","10","1","","","Non-Enrol","16","0","","",""
"3320","001809","1","20365","TU03","Open","Active","10","1","","","Non-Enrol","21","16","","",""
"3320","001809","1","20366","TU04","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3320","001809","1","20367","TU05","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3320","001809","1","20368","TU06","Open","Active","10","1","","","Non-Enrol","21","15","","",""
"3320","001809","1","20369","TU07","Closed","Tentative","10","1","","","Non-Enrol","16","0","","",""
"3320","001809","1","20370","TU08","Closed","Tentative","10","1","","","Non-Enrol","16","0","","",""
"3320","001809","1","20371","TU09","Open","Active","10","1","","","Non-Enrol","21","16","","",""
"3320","001809","1","20372","TU10","Open","Active","10","1","","","Non-Enrol","21","16","","",""
"3320","001809","1","20373","TU11","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3320","001809","1","20374","TU12","Closed","Tentative","10","1","","","Non-Enrol","16","0","","",""
"3320","003241","1","20716","CB01","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20717","CB02","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20718","CB03","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20719","CB04","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20720","CB05","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20721","CB06","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20722","CB07","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20723","CB08","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20724","CB09","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3320","003241","1","20725","CB10","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20726","CB11","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20727","CB12","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20728","CB13","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20729","CB14","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20730","CB15","Open","Active","10","FY2","","","Non-Enrol","9","7","","",""
"3320","003241","1","20731","CB16","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20732","CB17","Closed","Active","10","FY2","","","Non-Enrol","9","9","","",""
"3320","003241","1","20733","CB18","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3320","003241","1","20734","CB19","Open","Active","10","FY2","","","Non-Enrol","9","6","","",""
"3320","003241","1","20735","CB20","Open","Active","10","FY2","","","Non-Enrol","9","8","","",""
"3320","008570","1","20736","RE01","Open","Active","10","FY2","","","Non-Enrol","90","76","","",""
"3320","008570","1","20737","RE02","Open","Active","10","FY2","","","Non-Enrol","90","82","","",""
"3320","003241","1","20738","RE01","Open","Active","10","FY2","","","Non-Enrol","95","94","","",""
"3320","003241","1","20739","RE02","Closed","Active","10","FY2","","","Non-Enrol","95","95","","",""
"3320","008078","1","20740","RE01","Open","Active","10","FY2","","","Non-Enrol","90","88","","",""
"3320","008078","1","20741","RE02","Open","Active","10","FY2","","","Non-Enrol","90","84","","",""
"3320","106037","1","20742","LE01","Open","Active","10","FY2","","","Enrolment","180","172","","",""
"3320","106654","1","20743","LE01","Open","Active","10","FY2","","","Enrolment","30","25","","",""
"3320","106586","1","20744","LE01","Open","Active","10","1","","","Enrolment","80","68","","",""
"3320","103726","1","21059","TU16","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21060","TU17","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21061","TU18","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21062","TU19","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21063","TU20","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21064","TU21","Open","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21065","TU22","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21066","TU23","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21067","TU24","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21068","TU25","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21069","TU26","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","103726","1","21070","TU27","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21071","TU28","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3320","103726","1","21072","TU29","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3320","104592","1","21073","LE01","Open","Active","10","1","","","Enrolment","150","132","","",""
"3320","104592","1","21074","SE01","Open","Active","10","1","","","Non-Enrol","25","11","","",""
"3320","104592","1","21075","SE02","Open","Active","10","1","","","Non-Enrol","25","21","","",""
"3320","104592","1","21076","SE03","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3320","104592","1","21077","SE04","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3320","104592","1","21078","SE05","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3320","104592","1","21079","SE06","Closed","Active","10","1","","","Non-Enrol","26","26","","",""
"3320","106345","1","21080","LE01","Open","Active","10","1","","","Enrolment","220","80","","",""
"3320","106345","1","21081","SE01","Open","Active","10","1","","","Non-Enrol","25","16","","",""
"3320","106345","1","21082","SE02","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
"3320","106345","1","21083","SE04","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3320","106345","1","21084","SE05","Closed","Tentative","10","1","","","Non-Enrol","18","0","","",""
